,key_update,key_update,key_update,key_update,key_update,key_update,key_update,key_update
Fulham Road Stamford Bridge Hammersmith and Fulham London SW6 1HS United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Galleria Del Corso 3 Milan City Center 20122 Milan Italy,none,none,none,suite,twin_room,stayed_less_than_a_week,family_trip,none
George Gershwinlaan 101 Zuideramstel 1082 MT Amsterdam Netherlands,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
George Street Westminster Borough London W1H 5BJ United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Getreidemarkt 5 06 Mariahilf 1060 Vienna Austria,none,none,none,apartment,double_room,stayed_more_than_a_week,family_trip,none
Girona 158 Eixample 08037 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,none,none,none,studio,double_room,stayed_less_than_a_week,group_trip,none
Gran V a De Les Corts Catalanes 570 Eixample 08011 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Gran V a de Les Corts Catalanes 647 Eixample 08010 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Gran V a de les Corts Catalanes 322 Sants Montju c 08004 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Gran V a de les Corts Catalanes 670 Eixample 08010 Barcelona Spain,none,none,none,none,balcony_room,stayed_less_than_a_week,family_trip,city_view
Gran Via 550 Eixample 08011 Barcelona Spain,private_access,none,none,suite,twin_room,stayed_less_than_a_week,family_trip,room_with_view
Gran Via 559 Eixample 08012 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Gran Via 605 Eixample 08007 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,city_view
Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Gran Via de las Corts Catalanes 629 Eixample 08010 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,pool_view
Gran Via de les Corts Catalanes 644 Eixample 08007 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,room_with_view
Gran Via de les Corts Catalanes 668 Eixample 08010 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Gran Via de les Corts Catalanes 678 Eixample 08010 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Gran Via de les Corts Catalanes 700 Eixample 08010 Barcelona Spain,private_access,none,none,suite,balcony_room,stayed_more_than_a_week,family_trip,city_view
Great Cumberland Place Westminster Borough London W1H 7DL United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Grieshofgasse 11 12 Meidling 1120 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Gro e Stadtgutgasse 31 02 Leopoldstadt 1020 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Grosvenor Square Westminster Borough London W1K 6JP United Kingdom,lounge_access,none,none,none,deluxe_room,stayed_more_than_a_week,family_trip,room_with_view
Gudrunstra e 184 10 Favoriten 1100 Vienna Austria,none,none,breakfast_included,none,twin_room,stayed_more_than_a_week,group_trip,none
Guillem Tell 49 Sarri St Gervasi 08006 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria,none,none,none,none,economy,stayed_more_than_a_week,family_trip,none
Habsburgergasse 5 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Hafnersteig 7 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Half Moon Street Westminster Borough London W1J 7BH United Kingdom,none,none,none,apartment,double_room,stayed_more_than_a_week,group_trip,none
Half Moon Street Westminster Borough London W1J 7BN United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Halkin Street Westminster Borough London SW1X 7DJ United Kingdom,none,none,none,suite,other_room,stayed_less_than_a_week,business_trip,none
Hamilton Place Park Lane Westminster Borough London W1J 7DR United Kingdom,none,none,none,none,queen_room,stayed_more_than_a_week,family_trip,none
Handelskai 269 02 Leopoldstadt 1020 Vienna Austria,lounge_access,none,none,suite,queen_room,stayed_more_than_a_week,family_trip,river_view
Hanger Lane Ealing London W5 3HL United Kingdom,none,none,none,suite,deluxe_room,stayed_more_than_a_week,group_trip,room_with_view
Harmoniegasse 5 7 09 Alsergrund 1090 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Hasenauerstra e 12 19 D bling 1190 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,park_view
Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Herengracht 255 Amsterdam City Center 1016 BJ Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,river_view
Herengracht 341 Amsterdam City Center 1016 AZ Amsterdam Netherlands,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,canal_view
Herengracht 519 525 Amsterdam City Center 1017 BV Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,canal_view
Herengracht 542 556 Amsterdam City Center 1017 CG Amsterdam Netherlands,none,none,none,none,king_room,stayed_less_than_a_week,family_trip,canal_view
Hernalser Hauptstra e 105 17 Hernals 1170 Vienna Austria,none,none,none,none,other_room,stayed_more_than_a_week,family_trip,none
Hernalser Hauptstra e 187 17 Hernals 1170 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Herrengasse 10 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,king_room,stayed_more_than_a_week,family_trip,none
Herrengasse 12 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Hertha Firnberg Stra e 5 10 Favoriten 1100 Vienna Austria,none,none,none,none,queen_room,stayed_less_than_a_week,family_trip,park_view
Hietzinger Hauptstra e 10 14 13 Hietzing 1130 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Hietzinger Hauptstra e 134 13 Hietzing 1130 Vienna Austria,none,none,breakfast_included,none,double_room,stayed_more_than_a_week,family_trip,none
Hintschiggasse 1 10 Favoriten 1100 Vienna Austria,none,none,none,apartment,double_room,stayed_more_than_a_week,family_trip,none
Hobbemakade 50 Oud Zuid 1071 XL Amsterdam Netherlands,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,room_with_view
Hoffingergasse 26 28 12 Meidling 1120 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,park_view
Holland Park Avenue Kensington and Chelsea London W11 4UL United Kingdom,lounge_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Hollandstra e 3 02 Leopoldstadt 1020 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Hoogoorddreef 1 Zuidoost 1101 BA Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Hoogoorddreef 66 Zuidoost 1101 BE Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Hyde Park Corner Westminster Borough London SW1X 7TA United Kingdom,none,none,none,suite,superior_room,stayed_less_than_a_week,family_trip,none
IJdock 6 Amsterdam City Center 1013 MM Amsterdam Netherlands,none,none,none,suite,queen_room,stayed_less_than_a_week,group_trip,none
Ijburglaan 539 Zeeburg 1087 BE Amsterdam Netherlands,none,none,none,none,more_than_one_room,stayed_less_than_a_week,family_trip,room_with_view
Imperial Road Hammersmith and Fulham London SW6 2GA United Kingdom,none,accessibility,none,none,double_room,stayed_more_than_a_week,family_trip,none
Jaime I 14 Ciutat Vella 08002 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Jan Luijkenstraat 76 Oud Zuid 1071 CT Amsterdam Netherlands,none,none,none,none,other_room,stayed_less_than_a_week,family_trip,none
Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,none,none,free_wifi,none,double_room,stayed_less_than_a_week,group_trip,none
Jaume I 6 Ciutat Vella 08002 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,solo,none
Joan G ell 207 211 Les Corts 08028 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Joan Muyskenweg 10 Oost 1096 CJ Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Johann H rbiger Gasse 30 23 Liesing 1230 Vienna Austria,none,none,none,none,single_room,stayed_less_than_a_week,solo,none
Johann Staud Stra e 32 16 Ottakring 1160 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Johannesgasse 28 03 Landstra e 1030 Vienna Austria,lounge_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
John M Keynesplein 2 Slotervaart 1066 EP Amsterdam Netherlands,none,none,none,none,twin_room,stayed_more_than_a_week,group_trip,none
Josefsgasse 4 6 08 Josefstadt 1080 Vienna Austria,none,none,none,apartment,king_room,stayed_more_than_a_week,group_trip,none
Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,city_view
Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Josep Pla 69 Sant Mart 08019 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
K llnerhofgasse 6 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
K rntner Ring 1 01 Innere Stadt 1015 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,room_with_view
K rntner Ring 16 01 Innere Stadt 1015 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
K rntner Ring 8 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,other_room,stayed_more_than_a_week,family_trip,none
K rntner Ring 9 01 Innere Stadt 1010 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
K rntner Stra e 22 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,city_view
K rntner Stra e 32 34 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,economy,stayed_more_than_a_week,family_trip,none
K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,economy,stayed_more_than_a_week,family_trip,none
Karl Popper Stra e 22 10 Favoriten 1100 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,courtyard_view
Karspeldreef 2 Zuidoost 1101 CJ Amsterdam Netherlands,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Kattengat 1 Amsterdam City Center 1012 SZ Amsterdam Netherlands,lounge_access,none,free_wifi,none,deluxe_room,stayed_less_than_a_week,family_trip,none
Keizersgracht 148 Amsterdam City Center 1015 CX Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Keizersgracht 164 Amsterdam City Center 1015 CZ Amsterdam Netherlands,spa_access,none,none,suite,double_room,stayed_less_than_a_week,family_trip,canal_view
Keizersgracht 384 Amsterdam City Center 1016 GB Amsterdam Netherlands,none,none,none,duplex,double_room,stayed_more_than_a_week,family_trip,canal_view
King William Walk Greenwich London SE10 9JW United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
King s Cross St Pancras International Station Pancras Road Camden London N1C 4TB United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Kirchberggasse 6 07 Neubau 1070 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Kirchengasse 41 07 Neubau 1070 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Kleine Stadtgutgasse 4 02 Leopoldstadt 1020 Vienna Austria,none,none,none,penthouse_suite,double_room,stayed_less_than_a_week,family_trip,park_view
Koninginneweg 34 36 Oud Zuid 1075 CZ Amsterdam Netherlands,none,none,none,suite,queen_room,stayed_more_than_a_week,group_trip,none
La Rambla 105 Ciutat Vella 08002 Barcelona Spain,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
La Rambla 109 Ciutat Vella 08002 Barcelona Spain,spa_access,none,none,none,more_than_one_room,stayed_more_than_a_week,family_trip,none
La Rambla 128 Ciutat Vella 08002 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,room_with_view
La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,room_with_view
Lakeside Way Brent London HA9 0BU United Kingdom,lounge_access,none,none,none,king_room,stayed_less_than_a_week,family_trip,room_with_view
Lancaster Gate Westminster Borough London W2 3LG United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Lancaster Terrace Hyde Park Westminster Borough London W2 3PF United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Lancaster Terrace Westminster Borough London W2 2TY United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,city_view
Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Landstra er Hauptstra e 28 03 Landstra e 1030 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Lange Gasse 13 08 Josefstadt 1080 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Largo Augusto 10 Milan City Center 20122 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,room_with_view
Largo Rio de Janeiro 12 Citt Studi 20133 Milan Italy,none,none,none,none,single_room,stayed_less_than_a_week,business_trip,none
Las Ramblas 117 Ciutat Vella 08002 Barcelona Spain,none,none,none,none,economy,stayed_less_than_a_week,family_trip,room_with_view
Leeuwendalersweg 21 Bos en Lommer 1055 JE Amsterdam Netherlands,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Lepanto 406 Horta Guinard 08025 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,city_view
Lichtensteg 3 01 Innere Stadt 1010 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Linnaeusstraat 89 Oost 1093 EK Amsterdam Netherlands,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Linzer Stra e 165 14 Penzing 1140 Vienna Austria,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Llan 24 Eixample 08015 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Llull 340 Sant Mart 08019 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
London County Hall Westminster Bridge Road Lambeth London SE1 7PB United Kingdom,lounge_access,none,none,none,king_room,stayed_more_than_a_week,family_trip,room_with_view
Lope de Vega 141 Sant Mart 08005 Barcelona Spain,none,none,none,none,none,stayed_less_than_a_week,couple,sea_view
